text_cleaned,text_tokens,text_stemmed,text_lemmatized,text_removal
patroli cyber di indonesia tuh bentuknya seperti apa si bang ada yang tau secanggih apa pemerintah kita,"['patroli', 'cyber', 'di', 'indonesia', 'tuh', 'bentuknya', 'seperti', 'apa', 'si', 'bang', 'ada', 'yang', 'tau', 'secanggih', 'apa', 'pemerintah', 'kita']","['patroli', 'cyber', 'di', 'indonesia', 'tuh', 'bentuknya', 'seperti', 'apa', 'si', 'bang', 'ada', 'yang', 'tau', 'secanggih', 'apa', 'pemerintah', 'kita']","['patroli', 'cyber', 'di', 'indonesia', 'tuh', 'bentuknya', 'seperti', 'apa', 'si', 'bang', 'ada', 'yang', 'tau', 'secanggih', 'apa', 'pemerintah', 'kita']","['patroli', 'cyber', 'indonesia', 'tuh', 'bentuknya', 'si', 'bang', 'tau', 'secanggih', 'pemerintah']"
makluk anak sma,"['makluk', 'anak', 'sma']","['makluk', 'anak', 'sma']","['makluk', 'anak', 'sma']","['makluk', 'anak', 'sma']"
polisi india,"['polisi', 'india']","['polisi', 'india']","['polisi', 'india']","['polisi', 'india']"
ada g sihhh haker jd robin hood,"['ada', 'g', 'sihhh', 'haker', 'jd', 'robin', 'hood']","['ada', 'g', 'sihhh', 'haker', 'jd', 'robin', 'hood']","['ada', 'g', 'sihhh', 'haker', 'jd', 'robin', 'hood']","['g', 'sihhh', 'haker', 'jd', 'robin', 'hood']"
roy suryo kudu turun gunung sih ini,"['roy', 'suryo', 'kudu', 'turun', 'gunung', 'sih', 'ini']","['roy', 'suryo', 'kudu', 'turun', 'gunung', 'sih', 'ini']","['roy', 'suryo', 'kudu', 'turun', 'gunung', 'sih', 'ini']","['roy', 'suryo', 'kudu', 'turun', 'gunung', 'sih']"
mau jd pahlawn ehh slah tangkap tangkep koruptor ja susah mo twngkp hacker sekelas bjorka kwkwkwk,"['mau', 'jd', 'pahlawn', 'ehh', 'slah', 'tangkap', 'tangkep', 'koruptor', 'ja', 'susah', 'mo', 'twngkp', 'hacker', 'sekelas', 'bjorka', 'kwkwkwk']","['mau', 'jd', 'pahlawn', 'ehh', 'slah', 'tangkap', 'tangkep', 'koruptor', 'ja', 'susah', 'mo', 'twngkp', 'hacker', 'sekela', 'bjorka', 'kwkwkwk']","['mau', 'jd', 'pahlawn', 'ehh', 'slah', 'tangkap', 'tangkep', 'koruptor', 'ja', 'susah', 'mo', 'twngkp', 'hacker', 'sekela', 'bjorka', 'kwkwkwk']","['jd', 'pahlawn', 'ehh', 'slah', 'tangkap', 'tangkep', 'koruptor', 'ja', 'susah', 'mo', 'twngkp', 'hacker', 'sekela', 'bjorka', 'kwkwkwk']"
2224,['2224'],['2224'],['2224'],['2224']
emang ada hacker yg pengen nangkep koruptor apa untungnya buat hacker itu dianggap pahlawan jangan cetek pemikiran wahai netizen,"['emang', 'ada', 'hacker', 'yg', 'pengen', 'nangkep', 'koruptor', 'apa', 'untungnya', 'buat', 'hacker', 'itu', 'dianggap', 'pahlawan', 'jangan', 'cetek', 'pemikiran', 'wahai', 'netizen']","['emang', 'ada', 'hacker', 'yg', 'pengen', 'nangkep', 'koruptor', 'apa', 'untungnya', 'buat', 'hacker', 'itu', 'dianggap', 'pahlawan', 'jangan', 'cetek', 'pemikiran', 'wahai', 'netizen']","['emang', 'ada', 'hacker', 'yg', 'pengen', 'nangkep', 'koruptor', 'apa', 'untungnya', 'buat', 'hacker', 'itu', 'dianggap', 'pahlawan', 'jangan', 'cetek', 'pemikiran', 'wahai', 'netizen']","['emang', 'hacker', 'yg', 'pengen', 'nangkep', 'koruptor', 'untungnya', 'hacker', 'dianggap', 'pahlawan', 'cetek', 'pemikiran', 'netizen']"
halah klo ada kegiatan aja cuma foto2 sok nangkap hacker,"['halah', 'klo', 'ada', 'kegiatan', 'aja', 'cuma', 'foto2', 'sok', 'nangkap', 'hacker']","['halah', 'klo', 'ada', 'kegiatan', 'aja', 'cuma', 'foto2', 'sok', 'nangkap', 'hacker']","['halah', 'klo', 'ada', 'kegiatan', 'aja', 'cuma', 'foto2', 'sok', 'nangkap', 'hacker']","['halah', 'klo', 'kegiatan', 'aja', 'foto2', 'sok', 'nangkap', 'hacker']"
bener lagi,"['bener', 'lagi']","['bener', 'lagi']","['bener', 'lagi']",['bener']
ladusing negeri konoha,"['ladusing', 'negeri', 'konoha']","['ladus', 'negeri', 'konoha']","['ladus', 'negeri', 'konoha']","['ladus', 'negeri', 'konoha']"
hahaha salah tangkap mulu emng ga malu pak gmna ini kinerja kerja y,"['hahaha', 'salah', 'tangkap', 'mulu', 'emng', 'ga', 'malu', 'pak', 'gmna', 'ini', 'kinerja', 'kerja', 'y']","['hahaha', 'salah', 'tangkap', 'mulu', 'emng', 'ga', 'malu', 'pak', 'gmna', 'ini', 'kinerja', 'kerja', 'y']","['hahaha', 'salah', 'tangkap', 'mulu', 'emng', 'ga', 'malu', 'pak', 'gmna', 'ini', 'kinerja', 'kerja', 'y']","['hahaha', 'salah', 'tangkap', 'mulu', 'emng', 'ga', 'malu', 'gmna', 'kinerja', 'kerja', 'y']"
wapres kita juga jago tentang ai,"['wapres', 'kita', 'juga', 'jago', 'tentang', 'ai']","['wapr', 'kita', 'juga', 'jago', 'tentang', 'ai']","['wapr', 'kita', 'juga', 'jago', 'tentang', 'ai']","['wapr', 'jago', 'ai']"
woy botak pelit,"['woy', 'botak', 'pelit']","['woy', 'botak', 'pelit']","['woy', 'botak', 'pelit']","['woy', 'botak', 'pelit']"
mutarmutar ke lain pembahasannya balik lagi ke bjorka,"['mutarmutar', 'ke', 'lain', 'pembahasannya', 'balik', 'lagi', 'ke', 'bjorka']","['mutarmutar', 'ke', 'lain', 'pembahasannya', 'balik', 'lagi', 'ke', 'bjorka']","['mutarmutar', 'ke', 'lain', 'pembahasannya', 'balik', 'lagi', 'ke', 'bjorka']","['mutarmutar', 'pembahasannya', 'bjorka']"
obrolan isi daging ini sih,"['obrolan', 'isi', 'daging', 'ini', 'sih']","['obrolan', 'isi', 'dage', 'ini', 'sih']","['obrolan', 'isi', 'dage', 'ini', 'sih']","['obrolan', 'isi', 'dage', 'sih']"
heheheh institusi ini seperti grub lawak ya,"['heheheh', 'institusi', 'ini', 'seperti', 'grub', 'lawak', 'ya']","['heheheh', 'institusi', 'ini', 'seperti', 'grub', 'lawak', 'ya']","['heheheh', 'institusi', 'ini', 'seperti', 'grub', 'lawak', 'ya']","['heheheh', 'institusi', 'grub', 'lawak', 'ya']"
om ded mode intel gali trosss omm,"['om', 'ded', 'mode', 'intel', 'gali', 'trosss', 'omm']","['om', 'ded', 'mode', 'intel', 'gali', 'trosss', 'omm']","['om', 'ded', 'mode', 'intel', 'gali', 'trosss', 'omm']","['om', 'ded', 'mode', 'intel', 'gali', 'trosss', 'omm']"
bukan orng indo dia orng russia itu,"['bukan', 'orng', 'indo', 'dia', 'orng', 'russia', 'itu']","['bukan', 'orng', 'indo', 'dia', 'orng', 'russia', 'itu']","['bukan', 'orng', 'indo', 'dia', 'orng', 'russia', 'itu']","['orng', 'indo', 'orng', 'russia']"
keren om ded bisa ngundang si bjorka asli ke podcast,"['keren', 'om', 'ded', 'bisa', 'ngundang', 'si', 'bjorka', 'asli', 'ke', 'podcast']","['keren', 'om', 'ded', 'bisa', 'ngundang', 'si', 'bjorka', 'asli', 'ke', 'podcast']","['keren', 'om', 'ded', 'bisa', 'ngundang', 'si', 'bjorka', 'asli', 'ke', 'podcast']","['keren', 'om', 'ded', 'ngundang', 'si', 'bjorka', 'asli', 'podcast']"
kalau ga gblk ga mgkn jadi polisi,"['kalau', 'ga', 'gblk', 'ga', 'mgkn', 'jadi', 'polisi']","['kalau', 'ga', 'gblk', 'ga', 'mgkn', 'jadi', 'polisi']","['kalau', 'ga', 'gblk', 'ga', 'mgkn', 'jadi', 'polisi']","['ga', 'gblk', 'ga', 'mgkn', 'polisi']"
halahh dari dlu nyari data yang di bocorkan bjorka apa ajah ga ketemu impact terhadap masyarakat itu apa efek kebocoran nya nantinya gimana yang dibahas judul terus isi draf nya ga ke sebar curiga bjorka bagian dari orang dalam hanya pengalihan isu ajah,"['halahh', 'dari', 'dlu', 'nyari', 'data', 'yang', 'di', 'bocorkan', 'bjorka', 'apa', 'ajah', 'ga', 'ketemu', 'impact', 'terhadap', 'masyarakat', 'itu', 'apa', 'efek', 'kebocoran', 'nya', 'nantinya', 'gimana', 'yang', 'dibahas', 'judul', 'terus', 'isi', 'draf', 'nya', 'ga', 'ke', 'sebar', 'curiga', 'bjorka', 'bagian', 'dari', 'orang', 'dalam', 'hanya', 'pengalihan', 'isu', 'ajah']","['halahh', 'dari', 'dlu', 'nyari', 'data', 'yang', 'di', 'bocorkan', 'bjorka', 'apa', 'ajah', 'ga', 'ketemu', 'impact', 'terhadap', 'masyarakat', 'itu', 'apa', 'efek', 'kebocoran', 'nya', 'nantinya', 'gimana', 'yang', 'dibaha', 'judul', 'teru', 'isi', 'draf', 'nya', 'ga', 'ke', 'sebar', 'curiga', 'bjorka', 'bagian', 'dari', 'orang', 'dalam', 'hanya', 'pengalihan', 'isu', 'ajah']","['halahh', 'dari', 'dlu', 'nyari', 'data', 'yang', 'di', 'bocorkan', 'bjorka', 'apa', 'ajah', 'ga', 'ketemu', 'impact', 'terhadap', 'masyarakat', 'itu', 'apa', 'efek', 'kebocoran', 'nya', 'nantinya', 'gimana', 'yang', 'dibaha', 'judul', 'teru', 'isi', 'draf', 'nya', 'ga', 'ke', 'sebar', 'curiga', 'bjorka', 'bagian', 'dari', 'orang', 'dalam', 'hanya', 'pengalihan', 'isu', 'ajah']","['halahh', 'dlu', 'nyari', 'data', 'bocorkan', 'bjorka', 'ajah', 'ga', 'ketemu', 'impact', 'masyarakat', 'efek', 'kebocoran', 'nya', 'gimana', 'dibaha', 'judul', 'teru', 'isi', 'draf', 'nya', 'ga', 'sebar', 'curiga', 'bjorka', 'orang', 'pengalihan', 'isu', 'ajah']"
sicoklat jadi bahan bullyan seindo,"['sicoklat', 'jadi', 'bahan', 'bullyan', 'seindo']","['sicoklat', 'jadi', 'bahan', 'bullyan', 'seindo']","['sicoklat', 'jadi', 'bahan', 'bullyan', 'seindo']","['sicoklat', 'bahan', 'bullyan', 'seindo']"
jadi keinget pernah pakai wa mod biar tau chat temen2 yg di hapus,"['jadi', 'keinget', 'pernah', 'pakai', 'wa', 'mod', 'biar', 'tau', 'chat', 'temen2', 'yg', 'di', 'hapus']","['jadi', 'keinget', 'pernah', 'pakai', 'wa', 'mod', 'biar', 'tau', 'chat', 'temen2', 'yg', 'di', 'hapu']","['jadi', 'keinget', 'pernah', 'pakai', 'wa', 'mod', 'biar', 'tau', 'chat', 'temen2', 'yg', 'di', 'hapu']","['keinget', 'pakai', 'wa', 'mod', 'biar', 'tau', 'chat', 'temen2', 'yg', 'hapu']"
gua tu heran ya pejabat aparat tu kan tadinya kan rakyat juga kan pemikirannya sama kek kita knp giliran berubah status kok jadi berubah pemikirannya kek makhluk lain dari antah berantah bisa seberantakan gini aparat dan pejabat jadi sebangsat gitu,"['gua', 'tu', 'heran', 'ya', 'pejabat', 'aparat', 'tu', 'kan', 'tadinya', 'kan', 'rakyat', 'juga', 'kan', 'pemikirannya', 'sama', 'kek', 'kita', 'knp', 'giliran', 'berubah', 'status', 'kok', 'jadi', 'berubah', 'pemikirannya', 'kek', 'makhluk', 'lain', 'dari', 'antah', 'berantah', 'bisa', 'seberantakan', 'gini', 'aparat', 'dan', 'pejabat', 'jadi', 'sebangsat', 'gitu']","['gua', 'tu', 'heran', 'ya', 'pejabat', 'aparat', 'tu', 'kan', 'tadinya', 'kan', 'rakyat', 'juga', 'kan', 'pemikirannya', 'sama', 'kek', 'kita', 'knp', 'giliran', 'berubah', 'statu', 'kok', 'jadi', 'berubah', 'pemikirannya', 'kek', 'makhluk', 'lain', 'dari', 'antah', 'berantah', 'bisa', 'seberantakan', 'gini', 'aparat', 'dan', 'pejabat', 'jadi', 'sebangsat', 'gitu']","['gua', 'tu', 'heran', 'ya', 'pejabat', 'aparat', 'tu', 'kan', 'tadinya', 'kan', 'rakyat', 'juga', 'kan', 'pemikirannya', 'sama', 'kek', 'kita', 'knp', 'giliran', 'berubah', 'statu', 'kok', 'jadi', 'berubah', 'pemikirannya', 'kek', 'makhluk', 'lain', 'dari', 'antah', 'berantah', 'bisa', 'seberantakan', 'gini', 'aparat', 'dan', 'pejabat', 'jadi', 'sebangsat', 'gitu']","['gua', 'tu', 'heran', 'ya', 'pejabat', 'aparat', 'tu', 'rakyat', 'pemikirannya', 'kek', 'knp', 'giliran', 'berubah', 'statu', 'berubah', 'pemikirannya', 'kek', 'makhluk', 'antah', 'berantah', 'seberantakan', 'gini', 'aparat', 'pejabat', 'sebangsat', 'gitu']"
lu percaya anak lulusan sma bisa nangkep hacker kelas kakap ngimpi,"['lu', 'percaya', 'anak', 'lulusan', 'sma', 'bisa', 'nangkep', 'hacker', 'kelas', 'kakap', 'ngimpi']","['lu', 'percaya', 'anak', 'lulusan', 'sma', 'bisa', 'nangkep', 'hacker', 'kela', 'kakap', 'ngimpi']","['lu', 'percaya', 'anak', 'lulusan', 'sma', 'bisa', 'nangkep', 'hacker', 'kela', 'kakap', 'ngimpi']","['lu', 'percaya', 'anak', 'lulusan', 'sma', 'nangkep', 'hacker', 'kela', 'kakap', 'ngimpi']"
chatting jalan senyap lewat marketplace wkwkwk,"['chatting', 'jalan', 'senyap', 'lewat', 'marketplace', 'wkwkwk']","['chat', 'jalan', 'senyap', 'lewat', 'marketplac', 'wkwkwk']","['chat', 'jalan', 'senyap', 'lewat', 'marketplac', 'wkwkwk']","['chat', 'jalan', 'senyap', 'marketplac', 'wkwkwk']"
bjorka mimpi maling motor aja 6 th baru ketemu,"['bjorka', 'mimpi', 'maling', 'motor', 'aja', '6', 'th', 'baru', 'ketemu']","['bjorka', 'mimpi', 'male', 'motor', 'aja', '6', 'th', 'baru', 'ketemu']","['bjorka', 'mimpi', 'male', 'motor', 'aja', '6', 'th', 'baru', 'ketemu']","['bjorka', 'mimpi', 'male', 'motor', 'aja', '6', 'th', 'ketemu']"
plot twist nya bjorka nya aslinya adalah teguh aprianto yang diajak deddy corbuzier podcast sekarangv,"['plot', 'twist', 'nya', 'bjorka', 'nya', 'aslinya', 'adalah', 'teguh', 'aprianto', 'yang', 'diajak', 'deddy', 'corbuzier', 'podcast', 'sekarangv']","['plot', 'twist', 'nya', 'bjorka', 'nya', 'aslinya', 'adalah', 'teguh', 'aprianto', 'yang', 'diajak', 'deddi', 'corbuzi', 'podcast', 'sekarangv']","['plot', 'twist', 'nya', 'bjorka', 'nya', 'aslinya', 'adalah', 'teguh', 'aprianto', 'yang', 'diajak', 'deddi', 'corbuzi', 'podcast', 'sekarangv']","['plot', 'twist', 'nya', 'bjorka', 'nya', 'aslinya', 'teguh', 'aprianto', 'diajak', 'deddi', 'corbuzi', 'podcast', 'sekarangv']"
lucu ya polisi indonesia,"['lucu', 'ya', 'polisi', 'indonesia']","['lucu', 'ya', 'polisi', 'indonesia']","['lucu', 'ya', 'polisi', 'indonesia']","['lucu', 'ya', 'polisi', 'indonesia']"
buru fufufafa dulu deh,"['buru', 'fufufafa', 'dulu', 'deh']","['buru', 'fufufafa', 'dulu', 'deh']","['buru', 'fufufafa', 'dulu', 'deh']","['buru', 'fufufafa', 'deh']"
dari awal juga udh nyangkaitu tuh bukan diapaling cuma repost kontennya si bjorka asli,"['dari', 'awal', 'juga', 'udh', 'nyangkaitu', 'tuh', 'bukan', 'diapaling', 'cuma', 'repost', 'kontennya', 'si', 'bjorka', 'asli']","['dari', 'awal', 'juga', 'udh', 'nyangkaitu', 'tuh', 'bukan', 'diapal', 'cuma', 'repost', 'kontennya', 'si', 'bjorka', 'asli']","['dari', 'awal', 'juga', 'udh', 'nyangkaitu', 'tuh', 'bukan', 'diapal', 'cuma', 'repost', 'kontennya', 'si', 'bjorka', 'asli']","['udh', 'nyangkaitu', 'tuh', 'diapal', 'repost', 'kontennya', 'si', 'bjorka', 'asli']"
tajam sekali kata² teguh tidak ada prestasi mungkin butuh prestasi,"['tajam', 'sekali', 'kata²', 'teguh', 'tidak', 'ada', 'prestasi', 'mungkin', 'butuh', 'prestasi']","['tajam', 'sekali', 'kata²', 'teguh', 'tidak', 'ada', 'prestasi', 'mungkin', 'butuh', 'prestasi']","['tajam', 'sekali', 'kata²', 'teguh', 'tidak', 'ada', 'prestasi', 'mungkin', 'butuh', 'prestasi']","['tajam', 'kata²', 'teguh', 'prestasi', 'butuh', 'prestasi']"
kalo di konoha sebelum dan sesudahnya di hack wkwkwk hebatnya negeri konoha,"['kalo', 'di', 'konoha', 'sebelum', 'dan', 'sesudahnya', 'di', 'hack', 'wkwkwk', 'hebatnya', 'negeri', 'konoha']","['kalo', 'di', 'konoha', 'sebelum', 'dan', 'sesudahnya', 'di', 'hack', 'wkwkwk', 'hebatnya', 'negeri', 'konoha']","['kalo', 'di', 'konoha', 'sebelum', 'dan', 'sesudahnya', 'di', 'hack', 'wkwkwk', 'hebatnya', 'negeri', 'konoha']","['kalo', 'konoha', 'hack', 'wkwkwk', 'hebatnya', 'negeri', 'konoha']"
klo bener pasti tu coklat dibantu berhubung gak bener bener jadi orang baikpun ragu buat bantu,"['klo', 'bener', 'pasti', 'tu', 'coklat', 'dibantu', 'berhubung', 'gak', 'bener', 'bener', 'jadi', 'orang', 'baikpun', 'ragu', 'buat', 'bantu']","['klo', 'bener', 'pasti', 'tu', 'coklat', 'dibantu', 'berhubung', 'gak', 'bener', 'bener', 'jadi', 'orang', 'baikpun', 'ragu', 'buat', 'bantu']","['klo', 'bener', 'pasti', 'tu', 'coklat', 'dibantu', 'berhubung', 'gak', 'bener', 'bener', 'jadi', 'orang', 'baikpun', 'ragu', 'buat', 'bantu']","['klo', 'bener', 'tu', 'coklat', 'dibantu', 'berhubung', 'gak', 'bener', 'bener', 'orang', 'baikpun', 'ragu', 'bantu']"
1 thun yang lalu tukang jual es ditangkap kalo gak salah,"['1', 'thun', 'yang', 'lalu', 'tukang', 'jual', 'es', 'ditangkap', 'kalo', 'gak', 'salah']","['1', 'thun', 'yang', 'lalu', 'tukang', 'jual', 'es', 'ditangkap', 'kalo', 'gak', 'salah']","['1', 'thun', 'yang', 'lalu', 'tukang', 'jual', 'e', 'ditangkap', 'kalo', 'gak', 'salah']","['1', 'thun', 'tukang', 'jual', 'e', 'ditangkap', 'kalo', 'gak', 'salah']"
wah baru kemarin itu saya hampir kena penipuan di telegram,"['wah', 'baru', 'kemarin', 'itu', 'saya', 'hampir', 'kena', 'penipuan', 'di', 'telegram']","['wah', 'baru', 'kemarin', 'itu', 'saya', 'hampir', 'kena', 'penipuan', 'di', 'telegram']","['wah', 'baru', 'kemarin', 'itu', 'saya', 'hampir', 'kena', 'penipuan', 'di', 'telegram']","['kemarin', 'kena', 'penipuan', 'telegram']"
ngebongkar pemilik akun fufufafa aja ga bisa trs lu percaya bs nangkep bjorka,"['ngebongkar', 'pemilik', 'akun', 'fufufafa', 'aja', 'ga', 'bisa', 'trs', 'lu', 'percaya', 'bs', 'nangkep', 'bjorka']","['ngebongkar', 'pemilik', 'akun', 'fufufafa', 'aja', 'ga', 'bisa', 'tr', 'lu', 'percaya', 'bs', 'nangkep', 'bjorka']","['ngebongkar', 'pemilik', 'akun', 'fufufafa', 'aja', 'ga', 'bisa', 'tr', 'lu', 'percaya', 'b', 'nangkep', 'bjorka']","['ngebongkar', 'pemilik', 'akun', 'fufufafa', 'aja', 'ga', 'tr', 'lu', 'percaya', 'b', 'nangkep', 'bjorka']"
dikira masyarakat masih gaptek cik cik,"['dikira', 'masyarakat', 'masih', 'gaptek', 'cik', 'cik']","['dikira', 'masyarakat', 'masih', 'gaptek', 'cik', 'cik']","['dikira', 'masyarakat', 'masih', 'gaptek', 'cik', 'cik']","['masyarakat', 'gaptek', 'cik', 'cik']"
mau masuk polisi aja harus jual tanah bukan jual prestasi jadi maklum aja kalok dungu semua isinya pandai nya mengakali dan ikutan jadi mafia dalam negri sendiri,"['mau', 'masuk', 'polisi', 'aja', 'harus', 'jual', 'tanah', 'bukan', 'jual', 'prestasi', 'jadi', 'maklum', 'aja', 'kalok', 'dungu', 'semua', 'isinya', 'pandai', 'nya', 'mengakali', 'dan', 'ikutan', 'jadi', 'mafia', 'dalam', 'negri', 'sendiri']","['mau', 'masuk', 'polisi', 'aja', 'haru', 'jual', 'tanah', 'bukan', 'jual', 'prestasi', 'jadi', 'maklum', 'aja', 'kalok', 'dungu', 'semua', 'isinya', 'pandai', 'nya', 'mengakali', 'dan', 'ikutan', 'jadi', 'mafia', 'dalam', 'negri', 'sendiri']","['mau', 'masuk', 'polisi', 'aja', 'haru', 'jual', 'tanah', 'bukan', 'jual', 'prestasi', 'jadi', 'maklum', 'aja', 'kalok', 'dungu', 'semua', 'isinya', 'pandai', 'nya', 'mengakali', 'dan', 'ikutan', 'jadi', 'mafia', 'dalam', 'negri', 'sendiri']","['masuk', 'polisi', 'aja', 'haru', 'jual', 'tanah', 'jual', 'prestasi', 'maklum', 'aja', 'kalok', 'dungu', 'isinya', 'pandai', 'nya', 'mengakali', 'ikutan', 'mafia', 'negri']"
bjorka kebangetan ngeliatin masyarakat isi otak satu istansi,"['bjorka', 'kebangetan', 'ngeliatin', 'masyarakat', 'isi', 'otak', 'satu', 'istansi']","['bjorka', 'kebangetan', 'ngeliatin', 'masyarakat', 'isi', 'otak', 'satu', 'istansi']","['bjorka', 'kebangetan', 'ngeliatin', 'masyarakat', 'isi', 'otak', 'satu', 'istansi']","['bjorka', 'kebangetan', 'ngeliatin', 'masyarakat', 'isi', 'otak', 'istansi']"
emang it di pemerintah ada yg kompeten kah,"['emang', 'it', 'di', 'pemerintah', 'ada', 'yg', 'kompeten', 'kah']","['emang', 'it', 'di', 'pemerintah', 'ada', 'yg', 'kompeten', 'kah']","['emang', 'it', 'di', 'pemerintah', 'ada', 'yg', 'kompeten', 'kah']","['emang', 'it', 'pemerintah', 'yg', 'kompeten', 'kah']"
tai bodo amat,"['tai', 'bodo', 'amat']","['tai', 'bodo', 'amat']","['tai', 'bodo', 'amat']","['tai', 'bodo']"
asal tangkap ajah,"['asal', 'tangkap', 'ajah']","['asal', 'tangkap', 'ajah']","['asal', 'tangkap', 'ajah']","['tangkap', 'ajah']"
dari sini gua baru sadar anak indonesia banyak yg pintar tapi tidak di hargai menyedihkannya negaraku,"['dari', 'sini', 'gua', 'baru', 'sadar', 'anak', 'indonesia', 'banyak', 'yg', 'pintar', 'tapi', 'tidak', 'di', 'hargai', 'menyedihkannya', 'negaraku']","['dari', 'sini', 'gua', 'baru', 'sadar', 'anak', 'indonesia', 'banyak', 'yg', 'pintar', 'tapi', 'tidak', 'di', 'hargai', 'menyedihkannya', 'negaraku']","['dari', 'sini', 'gua', 'baru', 'sadar', 'anak', 'indonesia', 'banyak', 'yg', 'pintar', 'tapi', 'tidak', 'di', 'hargai', 'menyedihkannya', 'negaraku']","['gua', 'sadar', 'anak', 'indonesia', 'yg', 'pintar', 'hargai', 'menyedihkannya', 'negaraku']"
bjorka ngakak liatnya,"['bjorka', 'ngakak', 'liatnya']","['bjorka', 'ngakak', 'liatnya']","['bjorka', 'ngakak', 'liatnya']","['bjorka', 'ngakak', 'liatnya']"
bjorka lagi nonton podcast inidan saya minta untuk bjorka dmna pun dia siapa pun diasaya minta buka data2 pejabat2 korupsi di indonesiasiapa dan di lembaga apateimksh,"['bjorka', 'lagi', 'nonton', 'podcast', 'inidan', 'saya', 'minta', 'untuk', 'bjorka', 'dmna', 'pun', 'dia', 'siapa', 'pun', 'diasaya', 'minta', 'buka', 'data2', 'pejabat2', 'korupsi', 'di', 'indonesiasiapa', 'dan', 'di', 'lembaga', 'apateimksh']","['bjorka', 'lagi', 'nonton', 'podcast', 'inidan', 'saya', 'minta', 'untuk', 'bjorka', 'dmna', 'pun', 'dia', 'siapa', 'pun', 'diasaya', 'minta', 'buka', 'data2', 'pejabat2', 'korupsi', 'di', 'indonesiasiapa', 'dan', 'di', 'lembaga', 'apateimksh']","['bjorka', 'lagi', 'nonton', 'podcast', 'inidan', 'saya', 'minta', 'untuk', 'bjorka', 'dmna', 'pun', 'dia', 'siapa', 'pun', 'diasaya', 'minta', 'buka', 'data2', 'pejabat2', 'korupsi', 'di', 'indonesiasiapa', 'dan', 'di', 'lembaga', 'apateimksh']","['bjorka', 'nonton', 'podcast', 'inidan', 'bjorka', 'dmna', 'diasaya', 'buka', 'data2', 'pejabat2', 'korupsi', 'indonesiasiapa', 'lembaga', 'apateimksh']"
hihihihihihi,['hihihihihihi'],['hihihihihihi'],['hihihihihihi'],['hihihihihihi']
jadi inget film who am i no system is safe sampe endingnya bisa ngehack otak penyidik europol nya,"['jadi', 'inget', 'film', 'who', 'am', 'i', 'no', 'system', 'is', 'safe', 'sampe', 'endingnya', 'bisa', 'ngehack', 'otak', 'penyidik', 'europol', 'nya']","['jadi', 'inget', 'film', 'who', 'am', 'i', 'no', 'system', 'is', 'safe', 'samp', 'endingnya', 'bisa', 'ngehack', 'otak', 'penyidik', 'europol', 'nya']","['jadi', 'inget', 'film', 'who', 'am', 'i', 'no', 'system', 'is', 'safe', 'samp', 'endingnya', 'bisa', 'ngehack', 'otak', 'penyidik', 'europol', 'nya']","['inget', 'film', 'who', 'am', 'i', 'no', 'system', 'is', 'safe', 'samp', 'endingnya', 'ngehack', 'otak', 'penyidik', 'europol', 'nya']"
orang indonesia tuh pinter tapi karena kurang dilirik dan yg dapet kedudukan ordal jadi akhirnya mereka bawa kepinteran mereka ke jalan yg salah,"['orang', 'indonesia', 'tuh', 'pinter', 'tapi', 'karena', 'kurang', 'dilirik', 'dan', 'yg', 'dapet', 'kedudukan', 'ordal', 'jadi', 'akhirnya', 'mereka', 'bawa', 'kepinteran', 'mereka', 'ke', 'jalan', 'yg', 'salah']","['orang', 'indonesia', 'tuh', 'pinter', 'tapi', 'karena', 'kurang', 'dilirik', 'dan', 'yg', 'dapet', 'kedudukan', 'ordal', 'jadi', 'akhirnya', 'mereka', 'bawa', 'kepinteran', 'mereka', 'ke', 'jalan', 'yg', 'salah']","['orang', 'indonesia', 'tuh', 'pinter', 'tapi', 'karena', 'kurang', 'dilirik', 'dan', 'yg', 'dapet', 'kedudukan', 'ordal', 'jadi', 'akhirnya', 'mereka', 'bawa', 'kepinteran', 'mereka', 'ke', 'jalan', 'yg', 'salah']","['orang', 'indonesia', 'tuh', 'pinter', 'dilirik', 'yg', 'dapet', 'kedudukan', 'ordal', 'bawa', 'kepinteran', 'jalan', 'yg', 'salah']"
